PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
10315,33.31062552,130.292996,24.469,57605.666,-47222.186,2,5030,23,29
10316,33.3106224,130.292997,24.473,57604.703,-47221.92,2,5030,23,29
10317,33.3106192,130.2929977,24.471,57603.716,-47221.762,2,5030,23,29
10318,33.31061595,130.2929979,24.471,57602.717,-47221.714,2,5030,23,29
10319,33.31061272,130.2929976,24.463,57601.72,-47221.778,2,5030,23,29
10320,33.31060952,130.292997,24.436,57600.736,-47221.952,2,5030,23,29
10321,33.3106064,130.2929959,24.409,57599.777,-47222.233,2,5030,23,29
10322,33.3106034,130.2929944,24.381,57598.855,-47222.62,2,5030,23,29
10323,33.31060056,130.2929926,24.358,57597.982,-47223.106,2,5030,23,29
10324,33.31059791,130.2929903,24.354,57597.167,-47223.685,2,5030,23,29
10325,33.31059543,130.2929878,24.356,57596.407,-47224.334,2,5030,23,29
10326,33.31059308,130.2929852,24.369,57595.687,-47225.029,2,5030,23,29
10327,33.31062998,130.29303,24.291,57606.998,-47213.409,2,5030,23,29
10328,33.31062796,130.2930269,24.312,57606.379,-47214.195,2,5030,23,29
10329,33.3106262,130.2930237,24.333,57605.84,-47215.036,2,5030,23,29
10330,33.31062474,130.2930202,24.354,57605.396,-47215.932,2,5030,23,29
10331,33.31062362,130.2930166,24.375,57605.055,-47216.871,2,5030,23,29
10332,33.31062284,130.2930128,24.395,57604.82,-47217.842,2,5030,23,29
10333,33.31062242,130.293009,24.415,57604.694,-47218.834,2,5030,23,29
10334,33.31062235,130.2930051,24.434,57604.678,-47219.833,2,5030,23,29
10335,33.31062264,130.2930013,24.451,57604.774,-47220.828,2,5030,23,29
10336,33.31062329,130.2929975,24.469,57604.979,-47221.806,2,5030,23,29
10337,33.3106243,130.2929938,24.478,57605.292,-47222.756,2,5030,23,29
10338,33.31062563,130.2929903,24.485,57605.708,-47223.664,2,5030,23,29
10339,33.31062729,130.2929869,24.491,57606.222,-47224.522,2,5030,23,29
10340,33.31062923,130.2929838,24.5,57606.824,-47225.319,2,5030,23,29
10341,33.31063137,130.2929809,24.496,57607.489,-47226.066,2,5030,23,29
10342,33.31052423,130.2927198,24.976,57574.811,-47293.602,2,5030,23,29
10343,33.31052621,130.2927168,24.973,57575.426,-47294.391,2,5030,23,29
10344,33.31052833,130.2927138,24.966,57576.082,-47295.146,2,5030,23,29
10345,33.31053061,130.2927111,24.96,57576.787,-47295.854,2,5030,23,29
10346,33.31053308,130.2927085,24.953,57577.552,-47296.498,2,5030,23,29
10347,33.31053574,130.2927063,24.947,57578.376,-47297.064,2,5030,23,29
10348,33.31053858,130.2927045,24.94,57579.252,-47297.545,2,5030,23,29
10349,33.31054156,130.2927029,24.934,57580.172,-47297.935,2,5030,23,29
10350,33.31054465,130.2927018,24.927,57581.126,-47298.233,2,5030,23,29
10351,33.31054783,130.292701,24.921,57582.106,-47298.433,2,5030,23,29
10352,33.31055105,130.2927005,24.915,57583.1,-47298.534,2,5030,23,29
10353,33.3105543,130.2927005,24.91,57584.1,-47298.544,2,5030,23,29
10354,33.31055754,130.2927003,24.904,57585.098,-47298.601,2,5030,23,29
10355,33.31056074,130.2926996,24.897,57586.085,-47298.758,2,5030,23,29
10356,33.31056388,130.2926986,24.891,57587.052,-47299.013,2,5030,23,29
10357,33.31056691,130.2926972,24.884,57587.988,-47299.363,2,5030,23,29
10358,33.31056981,130.2926955,24.877,57588.885,-47299.804,2,5030,23,29
10359,33.31057256,130.2926935,24.87,57589.735,-47300.329,2,5030,23,29
10360,33.31057517,130.2926912,24.864,57590.542,-47300.921,2,5030,23,29
10361,33.31057766,130.2926887,24.86,57591.31,-47301.56,2,5030,23,29
10362,33.31058005,130.292686,24.857,57592.051,-47302.232,2,5030,23,29
10363,33.31058239,130.2926834,24.853,57592.774,-47302.923,2,5030,23,29
10364,33.31058471,130.2926806,24.85,57593.492,-47303.619,2,5030,23,29
10365,33.31058703,130.2926779,24.849,57594.21,-47304.315,2,5030,23,29
10366,33.31058934,130.2926752,24.847,57594.927,-47305.012,2,5030,23,29
10367,33.31059166,130.2926725,24.845,57595.645,-47305.708,2,5030,23,29
10368,33.31059398,130.2926698,24.843,57596.363,-47306.404,2,5030,23,29
10369,33.3105963,130.2926671,24.842,57597.081,-47307.1,2,5030,23,29
10370,33.31059862,130.2926644,24.84,57597.799,-47307.796,2,5030,23,29
10371,33.31060094,130.2926617,24.838,57598.516,-47308.493,2,5030,23,29
10372,33.31060326,130.292659,24.836,57599.234,-47309.189,2,5030,23,29
10373,33.31060557,130.2926562,24.835,57599.952,-47309.885,2,5030,23,29
10374,33.31060789,130.2926535,24.833,57600.67,-47310.581,2,5030,23,29
10375,33.31061021,130.2926508,24.831,57601.388,-47311.278,2,5030,23,29
10376,33.31061253,130.2926481,24.829,57602.105,-47311.974,2,5030,23,29
10377,33.31061485,130.2926454,24.827,57602.823,-47312.67,2,5030,23,29
10378,33.31061717,130.2926427,24.826,57603.541,-47313.366,2,5030,23,29
10379,33.31061949,130.29264,24.824,57604.259,-47314.063,2,5030,23,29
10380,33.31062181,130.2926373,24.822,57604.977,-47314.759,2,5030,23,29
10381,33.31062412,130.2926345,24.82,57605.694,-47315.455,2,5030,23,29
10382,33.31062644,130.2926318,24.819,57606.412,-47316.151,2,5030,23,29
10383,33.31062876,130.2926291,24.817,57607.13,-47316.848,2,5030,23,29
10384,33.31063108,130.2926264,24.815,57607.848,-47317.544,2,5030,23,29
10385,33.3106334,130.2926237,24.814,57608.566,-47318.24,2,5030,23,29
10386,33.31063572,130.292621,24.812,57609.283,-47318.936,2,5030,23,29
10387,33.31063804,130.2926183,24.81,57610.001,-47319.633,2,5030,23,29
10388,33.31064036,130.2926156,24.809,57610.719,-47320.329,2,5030,23,29
10389,33.31064268,130.2926129,24.806,57611.437,-47321.025,2,5030,23,29
10390,33.310645,130.2926101,24.804,57612.155,-47321.721,2,5030,23,29
10391,33.31064731,130.2926074,24.802,57612.872,-47322.418,2,5030,23,29
10392,33.31064963,130.2926047,24.8,57613.59,-47323.114,2,5030,23,29
10393,33.31065195,130.292602,24.798,57614.308,-47323.81,2,5030,23,29
10394,33.31065427,130.2925993,24.796,57615.026,-47324.506,2,5030,23,29
10395,33.31065659,130.2925966,24.794,57615.744,-47325.203,2,5030,23,29
10396,33.31065891,130.2925939,24.792,57616.461,-47325.899,2,5030,23,29
10397,33.31066123,130.2925912,24.79,57617.179,-47326.595,2,5030,23,29
10398,33.31066355,130.2925884,24.788,57617.897,-47327.291,2,5030,23,29
10399,33.31066587,130.2925857,24.787,57618.615,-47327.988,2,5030,23,29
10400,33.31066819,130.292583,24.788,57619.333,-47328.684,2,5030,23,29
10401,33.3106705,130.2925803,24.789,57620.05,-47329.38,2,5030,23,29
10402,33.31067282,130.2925776,24.79,57620.768,-47330.076,2,5030,23,29
10403,33.31067514,130.2925749,24.791,57621.486,-47330.773,2,5030,23,29
10404,33.31067746,130.2925722,24.792,57622.204,-47331.469,2,5030,23,29
10405,33.31067978,130.2925695,24.793,57622.922,-47332.165,2,5030,23,29
10406,33.3106821,130.2925668,24.794,57623.64,-47332.861,2,5030,23,29
10407,33.31068443,130.2925641,24.795,57624.361,-47333.553,2,5030,23,29
10408,33.3106868,130.2925614,24.795,57625.095,-47334.233,2,5030,23,29
10409,33.31068923,130.2925588,24.796,57625.847,-47334.892,2,5030,23,29
10410,33.31069174,130.2925564,24.797,57626.624,-47335.521,2,5030,23,29
10411,33.31069436,130.2925541,24.798,57627.432,-47336.11,2,5030,23,29
10412,33.31069708,130.292552,24.799,57628.275,-47336.648,2,5030,23,29
10413,33.31069993,130.2925501,24.8,57629.154,-47337.124,2,5030,23,29
10414,33.31070289,130.2925485,24.801,57630.067,-47337.532,2,5030,23,29
10415,33.31070594,130.2925472,24.802,57631.009,-47337.867,2,5030,23,29
10416,33.31070906,130.2925462,24.803,57631.973,-47338.13,2,5030,23,29
10417,33.31071225,130.2925454,24.803,57632.955,-47338.317,2,5030,23,29
10418,33.31071547,130.292545,24.804,57633.949,-47338.429,2,5030,23,29
10419,33.31071872,130.2925448,24.805,57634.948,-47338.464,2,5030,23,29
10420,33.31072196,130.292545,24.805,57635.947,-47338.422,2,5030,23,29
10421,33.31072518,130.2925454,24.805,57636.94,-47338.303,2,5030,23,29
10422,33.31072837,130.2925461,24.805,57637.92,-47338.108,2,5030,23,29
10423,33.3107315,130.2925472,24.804,57638.883,-47337.839,2,5030,23,29
10424,33.31073455,130.2925485,24.804,57639.822,-47337.496,2,5030,23,29
10425,33.31073751,130.2925501,24.803,57640.732,-47337.082,2,5030,23,29
10426,33.31074036,130.2925519,24.8,57641.608,-47336.6,2,5030,23,29
10427,33.31074309,130.292554,24.796,57642.447,-47336.056,2,5030,23,29
10428,33.31074571,130.2925563,24.788,57643.25,-47335.46,2,5030,23,29
10429,33.31074822,130.2925588,24.777,57644.021,-47334.823,2,5030,23,29
10430,33.31075065,130.2925613,24.768,57644.764,-47334.155,2,5030,23,29
10431,33.3107266,130.2925644,24.729,57637.351,-47333.413,2,5030,23,29
10432,33.31072351,130.2925631,24.736,57636.403,-47333.728,2,5030,23,29
10433,33.31072035,130.2925623,24.737,57635.431,-47333.964,2,5030,23,29
10434,33.31071715,130.2925617,24.741,57634.443,-47334.118,2,5030,23,29
10435,33.31071391,130.2925614,24.744,57633.446,-47334.189,2,5030,23,29
10436,33.31071066,130.2925615,24.748,57632.446,-47334.176,2,5030,23,29
10437,33.31070743,130.2925619,24.752,57631.451,-47334.081,2,5030,23,29
10438,33.31070424,130.2925626,24.756,57630.467,-47333.903,2,5030,23,29
10439,33.31070111,130.2925636,24.76,57629.502,-47333.644,2,5030,23,29
10440,33.31069807,130.2925649,24.764,57628.561,-47333.305,2,5030,23,29
10441,33.31069512,130.2925666,24.767,57627.652,-47332.89,2,5030,23,29
10442,33.31069229,130.2925685,24.772,57626.778,-47332.405,2,5030,23,29
10443,33.31068957,130.2925706,24.776,57625.938,-47331.863,2,5030,23,29
10444,33.31068696,130.2925729,24.781,57625.131,-47331.272,2,5030,23,29
10445,33.31068445,130.2925753,24.786,57624.353,-47330.644,2,5030,23,29
10446,33.31068201,130.2925779,24.785,57623.599,-47329.987,2,5030,23,29
10447,33.31067963,130.2925805,24.784,57622.863,-47329.31,2,5030,23,29
10448,33.3106773,130.2925832,24.783,57622.14,-47328.62,2,5030,23,29
10449,33.31067497,130.2925859,24.782,57621.421,-47327.924,2,5030,23,29
10450,33.31067266,130.2925886,24.782,57620.704,-47327.228,2,5030,23,29
10451,33.31067034,130.2925914,24.781,57619.986,-47326.531,2,5030,23,29
10452,33.31066802,130.2925941,24.781,57619.268,-47325.835,2,5030,23,29
10453,33.3106657,130.2925968,24.784,57618.55,-47325.139,2,5030,23,29
10454,33.31066338,130.2925995,24.787,57617.832,-47324.443,2,5030,23,29
10455,33.31066106,130.2926022,24.789,57617.115,-47323.746,2,5030,23,29
10456,33.31065874,130.2926049,24.792,57616.397,-47323.05,2,5030,23,29
10457,33.31065643,130.2926076,24.794,57615.679,-47322.354,2,5030,23,29
10458,33.31065411,130.2926103,24.797,57614.961,-47321.658,2,5030,23,29
10459,33.31065179,130.292613,24.799,57614.243,-47320.961,2,5030,23,29
10460,33.31064947,130.2926158,24.802,57613.526,-47320.265,2,5030,23,29
10461,33.31064715,130.2926185,24.805,57612.808,-47319.569,2,5030,23,29
10462,33.31064483,130.2926212,24.807,57612.09,-47318.873,2,5030,23,29
10463,33.31064251,130.2926239,24.809,57611.372,-47318.176,2,5030,23,29
10464,33.31064019,130.2926266,24.81,57610.654,-47317.48,2,5030,23,29
10465,33.31063788,130.2926293,24.812,57609.937,-47316.784,2,5030,23,29
10466,33.31063556,130.292632,24.814,57609.219,-47316.088,2,5030,23,29
10467,33.31063324,130.2926347,24.815,57608.501,-47315.391,2,5030,23,29
10468,33.31063092,130.2926375,24.817,57607.783,-47314.695,2,5030,23,29
10469,33.3106286,130.2926402,24.819,57607.065,-47313.999,2,5030,23,29
10470,33.31062628,130.2926429,24.82,57606.348,-47313.303,2,5030,23,29
10471,33.31062396,130.2926456,24.822,57605.63,-47312.606,2,5030,23,29
10472,33.31062164,130.2926483,24.824,57604.912,-47311.91,2,5030,23,29
10473,33.31061932,130.292651,24.826,57604.194,-47311.214,2,5030,23,29
10474,33.310617,130.2926537,24.828,57603.476,-47310.518,2,5030,23,29
10475,33.31061469,130.2926564,24.83,57602.759,-47309.821,2,5030,23,29
10476,33.31061237,130.2926591,24.832,57602.041,-47309.125,2,5030,23,29
10477,33.31061005,130.2926619,24.834,57601.323,-47308.429,2,5030,23,29
10478,33.31060773,130.2926646,24.836,57600.605,-47307.733,2,5030,23,29
10479,33.31060541,130.2926673,24.838,57599.887,-47307.036,2,5030,23,29
10480,33.31060309,130.29267,24.84,57599.17,-47306.34,2,5030,23,29
10481,33.31060077,130.2926727,24.841,57598.452,-47305.644,2,5030,23,29
10482,33.31059845,130.2926754,24.843,57597.734,-47304.948,2,5030,23,29
10483,33.31059613,130.2926781,24.845,57597.016,-47304.251,2,5030,23,29
10484,33.31059381,130.2926808,24.847,57596.298,-47303.555,2,5030,23,29
10485,33.3105915,130.2926836,24.848,57595.581,-47302.859,2,5030,23,29
10486,33.31058918,130.2926863,24.85,57594.863,-47302.163,2,5030,23,29
10487,33.31058686,130.292689,24.848,57594.145,-47301.466,2,5030,23,29
10488,33.31058454,130.2926917,24.846,57593.427,-47300.77,2,5030,23,29
10489,33.31058222,130.2926944,24.843,57592.709,-47300.074,2,5030,23,29
10490,33.3105799,130.2926971,24.84,57591.992,-47299.378,2,5030,23,29
10491,33.31057757,130.2926998,24.84,57591.268,-47298.687,2,5030,23,29
10492,33.31057517,130.2927024,24.84,57590.527,-47298.016,2,5030,23,29
10493,33.31057268,130.2927049,24.84,57589.757,-47297.378,2,5030,23,29
10494,33.31057006,130.2927072,24.84,57588.948,-47296.791,2,5030,23,29
10495,33.3105673,130.2927092,24.842,57588.094,-47296.271,2,5030,23,29
10496,33.31056441,130.292711,24.845,57587.2,-47295.823,2,5030,23,29
10497,33.3105614,130.2927124,24.85,57586.272,-47295.451,2,5030,23,29
10498,33.3105583,130.2927136,24.857,57585.317,-47295.158,2,5030,23,29
10499,33.31055514,130.2927144,24.873,57584.34,-47294.945,2,5030,23,29
10500,33.31055197,130.2927153,24.886,57583.363,-47294.734,2,5030,23,29
10501,33.31054889,130.2927165,24.898,57582.412,-47294.426,2,5030,23,29
10502,33.31054592,130.2927181,24.908,57581.496,-47294.025,2,5030,23,29
10503,33.3105431,130.29272,24.918,57580.625,-47293.535,2,5030,23,29
10504,33.31054045,130.2927222,24.927,57579.807,-47292.96,2,5030,23,29
10505,33.31053801,130.2927248,24.927,57579.05,-47292.307,2,5030,23,29
10506,33.31053575,130.2927275,24.925,57578.352,-47291.591,2,5030,23,29
10507,33.31053367,130.2927305,24.923,57577.705,-47290.829,2,5030,23,29
10508,33.31053171,130.2927336,24.92,57577.098,-47290.034,2,5030,23,29
10509,33.31065795,130.2925476,25.037,57616.225,-47337.834,2,5030,23,29
10510,33.31066119,130.2925476,25.022,57617.224,-47337.836,2,5030,23,29
10511,33.31066439,130.2925482,25.005,57618.209,-47337.672,2,5030,23,29
10512,33.31066747,130.2925495,24.986,57619.154,-47337.347,2,5030,23,29
10513,33.31067032,130.2925513,24.967,57620.032,-47336.87,2,5030,23,29
10514,33.31067288,130.2925537,24.947,57620.818,-47336.254,2,5030,23,29
10515,33.31067508,130.2925565,24.927,57621.491,-47335.516,2,5030,23,29
10516,33.31067685,130.2925597,24.907,57622.032,-47334.676,2,5030,23,29
10517,33.31067815,130.2925633,24.887,57622.427,-47333.759,2,5030,23,29
10518,33.31067893,130.2925671,24.868,57622.664,-47332.788,2,5030,23,29
10519,33.31067918,130.2925709,24.851,57622.736,-47331.792,2,5030,23,29
10520,33.3106789,130.2925748,24.835,57622.643,-47330.798,2,5030,23,29
10521,33.31067807,130.2925785,24.821,57622.385,-47329.833,2,5030,23,29
10522,33.31067675,130.292582,24.809,57621.972,-47328.924,2,5030,23,29
10523,33.31067497,130.2925853,24.799,57621.419,-47328.091,2,5030,23,29
10524,33.31067287,130.2925882,24.792,57620.771,-47327.33,2,5030,23,29
10525,33.3105723,130.2927049,24.846,57589.639,-47297.375,2,5030,23,29
10526,33.31056945,130.2927068,24.852,57588.76,-47296.9,2,5030,23,29
10527,33.31056638,130.292708,24.861,57587.812,-47296.588,2,5030,23,29
10528,33.31056317,130.2927085,24.872,57586.821,-47296.466,2,5030,23,29
10529,33.31055993,130.2927082,24.886,57585.825,-47296.54,2,5030,23,29
10530,33.3105568,130.2927072,24.901,57584.863,-47296.806,2,5030,23,29
10531,33.3105539,130.2927055,24.917,57583.971,-47297.254,2,5030,23,29
10532,33.31055133,130.2927031,24.935,57583.183,-47297.868,2,5030,23,29
10533,33.3105492,130.2927002,24.952,57582.53,-47298.623,2,5030,23,29
10534,33.31054759,130.2926969,24.97,57582.037,-47299.491,2,5030,23,29
10535,33.31054655,130.2926932,24.987,57581.722,-47300.438,2,5030,23,29
10536,33.31054613,130.2926894,25.005,57581.598,-47301.429,2,5030,23,29
10537,33.31054635,130.2926855,25.022,57581.67,-47302.425,2,5030,23,29
10538,33.31054718,130.2926818,25.034,57581.93,-47303.389,2,5030,23,29
10539,33.3105485,130.2926782,25.041,57582.34,-47304.3,2,5030,23,29
10540,33.31055013,130.2926749,25.045,57582.847,-47305.162,2,5030,23,29
10541,33.31069066,130.2929406,24.517,57625.803,-47236.39,2,5030,23,29
10542,33.31068855,130.2929435,24.518,57625.149,-47235.634,2,5030,23,29
10543,33.31068683,130.2929468,24.516,57624.615,-47234.79,2,5030,23,29
10544,33.31068568,130.2929504,24.512,57624.256,-47233.859,2,5030,23,29
10545,33.31068515,130.2929542,24.509,57624.09,-47232.874,2,5030,23,29
10546,33.31068527,130.2929581,24.505,57624.122,-47231.877,2,5030,23,29
10547,33.31068603,130.2929618,24.5,57624.351,-47230.905,2,5030,23,29
10548,33.3106874,130.2929653,24.494,57624.769,-47229.999,2,5030,23,29
10549,33.31068933,130.2929685,24.489,57625.359,-47229.193,2,5030,23,29
10550,33.31069172,130.2929711,24.481,57626.091,-47228.513,2,5030,23,29
10551,33.31069436,130.2929733,24.473,57626.901,-47227.928,2,5030,23,29
10552,33.31069719,130.2929752,24.465,57627.772,-47227.437,2,5030,23,29
10553,33.31070018,130.2929767,24.458,57628.691,-47227.045,2,5030,23,29
10554,33.31070329,130.2929778,24.45,57629.648,-47226.757,2,5030,23,29
10555,33.31070648,130.2929785,24.443,57630.631,-47226.577,2,5030,23,29
10556,33.31070972,130.2929787,24.436,57631.628,-47226.507,2,5030,23,29
10557,33.31071296,130.2929786,24.429,57632.627,-47226.549,2,5030,23,29
10558,33.31071617,130.292978,24.423,57633.615,-47226.701,2,5030,23,29
10559,33.3107193,130.2929769,24.416,57634.58,-47226.961,2,5030,23,29
10560,33.31072231,130.2929755,24.41,57635.51,-47227.327,2,5030,23,29
10561,33.31072517,130.2929737,24.403,57636.394,-47227.794,2,5030,23,29
10562,33.31072784,130.2929715,24.397,57637.22,-47228.355,2,5030,23,29
10563,33.3107303,130.2929689,24.391,57637.98,-47229.005,2,5030,23,29
10564,33.3107325,130.2929661,24.385,57638.662,-47229.736,2,5030,23,29
10565,33.31073443,130.292963,24.38,57639.26,-47230.537,2,5030,23,29
10566,33.31073605,130.2929596,24.375,57639.764,-47231.4,2,5030,23,29
10567,33.31073736,130.2929561,24.37,57640.17,-47232.313,2,5030,23,29
10568,33.31073832,130.2929524,24.366,57640.472,-47233.266,2,5030,23,29
10569,33.31073894,130.2929486,24.363,57640.667,-47234.246,2,5030,23,29
10570,33.3107392,130.2929447,24.36,57640.752,-47235.242,2,5030,23,29
10571,33.31073937,130.2929409,24.358,57640.809,-47236.24,2,5030,23,29
10572,33.31073984,130.292937,24.354,57640.959,-47237.228,2,5030,23,29
10573,33.31074062,130.2929333,24.35,57641.203,-47238.198,2,5030,23,29
10574,33.31074169,130.2929296,24.346,57641.538,-47239.139,2,5030,23,29
10575,33.31074305,130.2929261,24.341,57641.961,-47240.045,2,5030,23,29
10576,33.31074468,130.2929227,24.336,57642.468,-47240.907,2,5030,23,29
10577,33.31074657,130.2929196,24.33,57643.055,-47241.716,2,5030,23,29
10578,33.3107487,130.2929167,24.324,57643.716,-47242.466,2,5030,23,29
10579,33.31075106,130.292914,24.317,57644.445,-47243.149,2,5030,23,29
10580,33.31075362,130.2929116,24.311,57645.236,-47243.761,2,5030,23,29
10581,33.31075636,130.2929095,24.304,57646.082,-47244.294,2,5030,23,29
10582,33.31075924,130.2929078,24.298,57646.974,-47244.744,2,5030,23,29
10583,33.31076226,130.2929064,24.291,57647.905,-47245.107,2,5030,23,29
10584,33.31076538,130.2929053,24.284,57648.867,-47245.381,2,5030,23,29
10585,33.31076857,130.2929046,24.277,57649.85,-47245.561,2,5030,23,29
10586,33.3107718,130.2929042,24.271,57650.846,-47245.647,2,5030,23,29
10587,33.31077504,130.2929042,24.265,57651.846,-47245.638,2,5030,23,29
10588,33.31077827,130.2929046,24.258,57652.84,-47245.535,2,5030,23,29
10589,33.31078146,130.2929054,24.253,57653.82,-47245.337,2,5030,23,29
10590,33.31078456,130.2929065,24.248,57654.776,-47245.046,2,5030,23,29
10591,33.31078757,130.2929079,24.245,57655.701,-47244.666,2,5030,23,29
10592,33.31079045,130.2929097,24.242,57656.585,-47244.2,2,5030,23,29
10593,33.31079317,130.2929118,24.239,57657.421,-47243.652,2,5030,23,29
10594,33.31079571,130.2929142,24.236,57658.201,-47243.027,2,5030,23,29
10595,33.31079805,130.2929169,24.234,57658.918,-47242.331,2,5030,23,29
10596,33.31080017,130.2929198,24.233,57659.566,-47241.569,2,5030,23,29
10597,33.31080204,130.292923,24.237,57660.138,-47240.75,2,5030,23,29
10598,33.31080364,130.2929264,24.239,57660.628,-47239.879,2,5030,23,29
10599,33.3108049,130.2929299,24.241,57661.012,-47238.956,2,5030,23,29
10600,33.31080578,130.2929337,24.243,57661.277,-47237.992,2,5030,23,29
10601,33.31080626,130.2929375,24.245,57661.42,-47237.003,2,5030,23,29
10602,33.31080634,130.2929414,24.247,57661.439,-47236.004,2,5030,23,29
10603,33.31080601,130.2929452,24.249,57661.333,-47235.01,2,5030,23,29
10604,33.31080528,130.292949,24.251,57661.104,-47234.037,2,5030,23,29
10605,33.31080416,130.2929526,24.253,57660.755,-47233.101,2,5030,23,29
10606,33.31080268,130.2929561,24.256,57660.293,-47232.215,2,5030,23,29
10607,33.31080087,130.2929593,24.258,57659.734,-47231.386,2,5030,23,29
10608,33.31079883,130.2929623,24.261,57659.101,-47230.612,2,5030,23,29
10609,33.31079662,130.2929652,24.261,57658.416,-47229.885,2,5030,23,29
10610,33.31080008,130.2929188,24.236,57659.539,-47241.84,2,5030,23,29
10611,33.31080293,130.2929206,24.241,57660.415,-47241.363,2,5030,23,29
10612,33.31080603,130.2929218,24.246,57661.37,-47241.069,2,5030,23,29
10613,33.31080926,130.2929221,24.252,57662.363,-47240.971,2,5030,23,29
10614,33.31081248,130.2929217,24.258,57663.356,-47241.072,2,5030,23,29
10615,33.31081557,130.2929206,24.264,57664.311,-47241.365,2,5030,23,29
10616,33.31081846,130.2929188,24.27,57665.203,-47241.814,2,5030,23,29
10617,33.31082115,130.2929166,24.276,57666.033,-47242.372,2,5030,23,29
10618,33.31082367,130.2929142,24.28,57666.813,-47242.998,2,5030,23,29
10619,33.31083842,130.2929198,24.318,57671.351,-47241.52,2,5030,23,29
10620,33.31083596,130.2929223,24.315,57670.59,-47240.872,2,5030,23,29
10621,33.3108334,130.2929247,24.311,57669.797,-47240.262,2,5030,23,29
10622,33.3108307,130.2929269,24.305,57668.962,-47239.713,2,5030,23,29
10623,33.31082783,130.2929287,24.298,57668.076,-47239.249,2,5030,23,29
10624,33.3108248,130.2929301,24.291,57667.142,-47238.896,2,5030,23,29
10625,33.31082165,130.292931,24.284,57666.17,-47238.661,2,5030,23,29
10626,33.31081843,130.2929314,24.276,57665.177,-47238.55,2,5030,23,29
10627,33.31081519,130.2929314,24.269,57664.178,-47238.563,2,5030,23,29
10628,33.31081197,130.2929309,24.262,57663.188,-47238.701,2,5030,23,29
10629,33.31080883,130.2929299,24.254,57662.223,-47238.961,2,5030,23,29
10630,33.31080582,130.2929285,24.247,57661.298,-47239.339,2,5030,23,29
10631,33.31080299,130.2929266,24.241,57660.427,-47239.83,2,5030,23,29
10632,33.31080038,130.2929243,24.235,57659.625,-47240.425,2,5030,23,29
10633,33.31079802,130.2929216,24.229,57658.903,-47241.116,2,5030,23,29
10634,33.31079584,130.2929188,24.228,57658.234,-47241.859,2,5030,23,29
10635,33.31079345,130.2929161,24.231,57657.5,-47242.538,2,5030,23,29
10636,33.31079084,130.2929138,24.235,57656.7,-47243.136,2,5030,23,29
10637,33.31078804,130.2929119,24.238,57655.84,-47243.647,2,5030,23,29
10638,33.31078509,130.2929103,24.242,57654.932,-47244.064,2,5030,23,29
10639,33.31078201,130.292909,24.245,57653.985,-47244.384,2,5030,23,29
10640,33.31077884,130.2929082,24.251,57653.01,-47244.602,2,5030,23,29
10641,33.31077561,130.2929078,24.256,57652.017,-47244.717,2,5030,23,29
10642,33.31077237,130.2929078,24.262,57651.017,-47244.727,2,5030,23,29
10643,33.31076914,130.2929082,24.269,57650.022,-47244.631,2,5030,23,29
10644,33.31076596,130.292909,24.275,57649.043,-47244.432,2,5030,23,29
10645,33.31076288,130.2929101,24.282,57648.09,-47244.131,2,5030,23,29
10646,33.31075991,130.2929117,24.288,57647.173,-47243.731,2,5030,23,29
10647,33.31075709,130.2929136,24.295,57646.304,-47243.238,2,5030,23,29
10648,33.31075447,130.2929159,24.301,57645.492,-47242.655,2,5030,23,29
10649,33.31075205,130.2929185,24.307,57644.745,-47241.991,2,5030,23,29
10650,33.31074988,130.2929214,24.313,57644.072,-47241.252,2,5030,23,29
10651,33.31074797,130.2929245,24.318,57643.481,-47240.446,2,5030,23,29
10652,33.31074635,130.2929279,24.323,57642.977,-47239.582,2,5030,23,29
10653,33.31074504,130.2929314,24.328,57642.567,-47238.671,2,5030,23,29
10654,33.31074404,130.2929351,24.332,57642.255,-47237.721,2,5030,23,29
10655,33.31074337,130.2929389,24.335,57642.045,-47236.744,2,5030,23,29
10656,33.31074304,130.2929427,24.339,57641.938,-47235.75,2,5030,23,29
10657,33.31074285,130.2929466,24.341,57641.875,-47234.753,2,5030,23,29
10658,33.31074236,130.2929504,24.345,57641.719,-47233.765,2,5030,23,29
10659,33.31074156,130.2929542,24.349,57641.467,-47232.798,2,5030,23,29
10660,33.31074045,130.2929578,24.353,57641.122,-47231.86,2,5030,23,29
10661,33.31073905,130.2929613,24.358,57640.686,-47230.96,2,5030,23,29
10662,33.31073737,130.2929646,24.364,57640.165,-47230.107,2,5030,23,29
10663,33.31073543,130.2929677,24.369,57639.562,-47229.31,2,5030,23,29
10664,33.31073324,130.2929706,24.375,57638.885,-47228.575,2,5030,23,29
10665,33.31073083,130.2929732,24.382,57638.138,-47227.91,2,5030,23,29
10666,33.31072822,130.2929755,24.388,57637.33,-47227.321,2,5030,23,29
10667,33.31072543,130.2929775,24.395,57636.469,-47226.814,2,5030,23,29
10668,33.31072249,130.2929791,24.402,57635.562,-47226.394,2,5030,23,29
10669,33.31071943,130.2929804,24.409,57634.618,-47226.065,2,5030,23,29
10670,33.31071629,130.2929813,24.416,57633.647,-47225.83,2,5030,23,29
10671,33.31071307,130.2929819,24.422,57632.657,-47225.69,2,5030,23,29
10672,33.31070983,130.2929821,24.429,57631.658,-47225.649,2,5030,23,29
